"Experiment page name",Study,"Location of subjects","Host species","Body site","UBERON ID",Condition,"EFO ID","Group 0 name","Group 1 name","Group 1 definition","Group 0 sample size","Group 1 sample size","Antibiotics exclusion","Sequencing type","16S variable region","Sequencing platform","Statistical test","Significance threshold","MHT correction","LDA Score above","Matched on","Confounders controlled for",Pielou,Shannon,Chao1,Simpson,"Inverse Simpson",Richness,State,Reviewer
"Experiment 1","Study 426",China,"Homo sapiens",Feces,UBERON:0001988,"Autoimmune Hepatitis",EFO:0005676,"healthy controls","autoimmune hepatits cases","The diagnosis of AIH was made if patients conformed with (1) 1999 revised International Autoimmune Hepatitis Group (IAIHG) score ≥10 and/or (2) 2008 IAIHG simplified AIH score ≥6 and/or (3) histological features indicative of AIH.",98,91,,16S,"3,4",Illumina,LEfSe,0.05,false,2,"age,body mass index,sex",,,decreased,,,,decreased,Complete,
"Experiment 1","Study 427",Italy,"Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,vegetarians,omnivores,,51,51,"3 months",16S,"1,2,3",Roche454,"Kruskall-Wallis,Mann-Whitney (Wilcoxon)",,true,,,,,,,,,unchanged,Complete,
"Experiment 1","Study 429","South Korea","Homo sapiens",Feces,UBERON:0001988,"Gastric cancer",MONDO:0001056,"healthy controls","gastric cancer patients","patients with histologically confirmed early gastric cancer (invasive carcinoma confined to the mucosa, regardless of lymph node metastasis status) within the preceding 3 months",288,268,,16S,"3,4",Illumina,LEfSe,0.05,false,2,,,decreased,decreased,,,,increased,Complete,Claregrieve1
"Experiment 1","Study 430",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Patients with low-to-none SARS CoV-2 infectivity","Patients with high SARS CoV-2 infectivity","SARS CoV-2 infection confirmed by two consecutive RT-OCR tests. High SARS-CoV2 infectivity defined as higher 3' vs 5' end coverage of SARS CoV-2 genome in fecal viral RNA metagenome.",15,15,,WMS,,Illumina,LEfSe,0.05,true,2,,,,,,,,,Complete,Fatima
"Experiment 1","Study 431",China,"Homo sapiens",Vagina,UBERON:0000996,"cervical glandular intraepithelial neoplasia",EFO:1000165,"persistent HPV+ with LSIL","persistent HPV+ with HSIL","persistent HPV+ infection ( same HPV subtype has infected for >12 months) with high grade squamus intraepithelial lesion",,,,16S,,Illumina,ANOVA,0.05,true,,,,,,,,,,Complete,Fatima
"Experiment 1","Study 432",China,"Homo sapiens",Vagina,UBERON:0000996,"Human papilloma virus infection",EFO:0001668,HPV-,HPV+,"HPV+ confirmed by Hybrid Capture II assay",30,30,"2 weeks",16S,"3,4",Illumina,LEfSe,0.05,false,2,,,,unchanged,unchanged,,,unchanged,Complete,Claregrieve1
"Experiment 1","Study 433","South Korea","Homo sapiens",Vagina,UBERON:0000996,"cervical glandular intraepithelial neoplasia",EFO:1000165,"healthy controls","CIN 2+","Patients with cervical intraepithelial neoplasia 2 or higher",7,8,,16S,3,"Ion Torrent",LEfSe,0.05,false,7,,,,increased,,increased,,increased,Complete,
"Experiment 1","Study 434",China,"Homo sapiens","Posterior fornix of vagina",UBERON:0016486,"human papilloma virus infection",EFO:0001668,"healthy control","HPV +","HPV-infected women without CIN confirmed by HPV genotyping test and examination",68,78,"14 days",16S,"3,4",Illumina,LEfSe,0.05,true,4,,,,increased,increased,,,,Complete,
"Experiment 1","Study 435",China,"Homo sapiens","Uterine cervix",UBERON:0000002,"human papilloma virus infection",EFO:0001668,HPV-,"HPV+ persistence","HPV infection of the same type that lasts for more than 12 months",5,6,"1 month",16S,4,"Ion Torrent",LEfSe,0.05,true,4,,,,increased,,,,increased,Complete,
"Experiment 1","Study 436","South Korea","Homo sapiens","Vaginal fluid",UBERON:0036243,"Cervical glandular intraepithelial neoplasia",EFO:1000165,"healthy controls","CIN2+/cervical cancer","patients with cervical intraepithelial neoplasia 2+ or cervical cancer confirmed by biopsy",10,20,,16S,"3,4",Illumina,Chi-Square,0.05,false,,,,,unchanged,,,,,Complete,Claregrieve1
"Experiment 1","Study 437",China,"Homo sapiens","Cervicovaginal secretion,Posterior fornix of vagina",UBERON:0016486,"human papilloma virus infection",EFO:0001668,"healthy control",HPV-16+,"Patients with HPV-16 confirmed by HPV genotyping assay",25,27,"1 month",WMS,,Illumina,LEfSe,0.05,true,2,,,,,,,,,Complete,
"Experiment 1","Study 428",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 cases","Laboratory-confirmed SARS-CoV-2 positive by quantitative reverse transcription PCR performed on nasopharyngeal swabs",78,87,,WMS,,Illumina,LEfSe,0.05,false,,,,,unchanged,,,,unchanged,Complete,Fatima
"Experiment 1","Study 439",Nigeria,"Homo sapiens",Feces,UBERON:0001988,"type II diabetes mellitus",MONDO:0005148,"Healthy controls","Individuals diagnosed with Type 2 Diabetes Mellitus","Individuals diagnosed with Type 2 Diabetes Mellitus; The definition of T2D was based on the American Diabetes Association (ADA) criteria: a fasting plasma glucose concentration (FPG) ≥ 126 mg/dl (7.0 mmol/l) or a 2-h post-load value in the oral glucose tolerance test ≥ 200 mg/dl (11.1 mmol/l) on more than one occasion. Alternatively, a diagnosis of T2D was accepted if an individual was on pharmacological treatment for T2D, and a review of clinical records indicated adequate justification for that therapy.",193,98,,16S,4,Illumina,Kruskall-Wallis,0.05,false,,,,,increased,,,,increased,Complete,
"Experiment 1","Study 440","United States of America","Homo sapiens","Nose,Skin of cheek","UBERON:0000004,UBERON:0008803",rosacea,EFO:1000760,"Healthy controls","Participants with papulopustular rosacea (PPR)","Participants with rosacea included individuals with diagnosed papulopustular rosacea (PPR): severity of rosacea assessed using the National Rosacea Society clinical grading system ranged from mild to moderate",19,19,"4 weeks for topical antibiotics, corticosteroids, and other anti-inflammatory medications, within 8 weeks for systemic antibiotics, corticosteroids, and other immunosuppressive agents",16S,"3,4",Illumina,Metastats,0.05,true,,"age,race,sex",,,,,,,unchanged,Complete,Claregrieve1
"Experiment 1","Study 441",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 cases","viral COVID-19 infections confirmed by real-time reverse-transcription polymerase chain reaction",30,30,"4 weeks",16S,"3,4",Illumina,LEfSe,0.05,true,3.5,"age,body mass index,sex",,,decreased,decreased,,,,Complete,Fatima
"Experiment 1","Study 443",India,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Health Control",IBS,"Patients with IBS diagnosed using Rome III. Patients were classified into three sub-types
using Rome III criteria: constipation predominant IBS (IBS-C), diarrhea predominant (IBS-D), and un-subtyped (IBS-U). All participants.",30,47,"Patients who had prior history of gastrointestinal surgery, inflammatory bowel disease, and celiac disease were excluded. Patients with IBS who used antibiotics, probiotics, or prokinetics within last 4 weeks of inclusion into the study were also excluded.",16S,,RT-qPCR,Kruskall-Wallis,0.05,true,,,,,,,,,,Complete,
"Experiment 1","Study 445",Italy,"Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative patients","COVID-19 cases","Diagnosis with COVID-19 based on SARS-CoV-2 RNA detection using real-time reverse transcriptase-polymerase chain reaction (RT-PCR) assay",22,18,,16S,"5,6",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,unchanged,unchanged,Complete,
"Experiment 1","Study 442","South Korea","Homo sapiens","Skin of sole of pes,Interdigital space","UBERON:0013778,UBERON:0036252","type II diabetes mellitus",MONDO:0005148,"Healthy controls","Individuals diagnosed with Type 2 Diabetes Mellitus","Type 2 Diabetes Mellitus patients diagnosed by an endocrinologist at Konkuk University Medical Center, Seoul, Korea",18,17,"concomitant systemic (within four weeks of enrolment) or topical (within two weeks of enrolment) treatments",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,decreased,,unchanged,,decreased,Complete,
"Experiment 1","Study 446","United States of America","Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative controls","COVID-19 cases","Positive for SaRS-CoV-2 by diagnostic RT-PCR",10,40,,WMS,,Nanopore,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,decreased,decreased,decreased,,,Complete,
"Experiment 1","Study 447",China,"Homo sapiens",Feces,UBERON:0001988,"gestational diabetes",EFO:0004593,"Healthy controls","Individuals with gestational diabetes","Individuals with gestational diabetes at third trimester during pregnancy;",31,30,"2 weeks",16S,"3,4",Illumina,"LEfSe,Mann-Whitney (Wilcoxon)",0.05,false,2,,,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 1","Study 448",China,"Homo sapiens",Throat,UBERON:0000341,"influenza A (H1N1)",EFO:1001488,"Pneumonia patients without any influenza A infection","Pneumonia patients with pH1N1 infection","Positive lab test (real-time PCR or cell culture) and criteria for pneumonia simultaneously met, with pH1N1 infection",11,11,,WMS,,Illumina,DESeq2,0.05,,,,,,,,,,,Complete,Fatima
"Experiment 1","Study 449","China,Switzerland","Homo sapiens",Lung,UBERON:0002048,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 cases","COVID-19 infected patients",23,19,,WMS,,,DESeq2,1.0e-11,true,,,,,increased,,,,,Complete,
"Experiment 1","Study 450","United Kingdom","Mus musculus",Feces,UBERON:0001988,"viral pneumonia",EFO:0007541,"Day 0","Day 7","Mice assessed 7 days after infection",,,,16S,4,Illumina,"ANOVA,DESeq2",0.05,true,,,,,unchanged,,,unchanged,,Complete,
"Experiment 1","Study 451",Portugal,"Homo sapiens",Saliva,UBERON:0001836,"type II diabetes mellitus",MONDO:0005148,"Healthy controls","Medicated Type II Diabetes individuals","Medicated Type II Diabetes individuals",24,22,"2 months",16S,"3,4",Illumina,"ANCOM,Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,,,,,Complete,Chloe
"Experiment 1","Study 452",China,"Homo sapiens",Placenta,UBERON:0001987,"gestational diabetes",EFO:0004593,"euglycemic (control) singleton pregnant women","Pregnant women with Gestational Diabetes Mellitus","Pregnant women with Gestational Diabetes Mellitus (GDM) who had prenatal care at Xinhua Hospital, a tertiary hospital in Shanghai, and were admitted to the hospital for cesarean deliveries",7,8,"Women who were treated with any antibiotics during pregnancy",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,increased,,,increased,Complete,
"Experiment 1","Study 453","United States of America","Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Non-infected patients with unrelated respiratory medical conditions","SARS-CoV-2 infected patients",">age 18, positive nasopharyngeal swab for SARS-CoV-2 by PCR, COVID-19 related symptoms present, weight > 110 pounds",34,50,,16S,"1,2,3",Illumina,edgeR,0.05,true,,,,,unchanged,,,,unchanged,Complete,Fatima
"Experiment 1","Study 455",Singapore,"Homo sapiens","Subgingival dental plaque",UBERON:0016484,pregnancy,EFO:0002950,"non pregnant women without gingivitis","pregnant women without gingivitis","Pregnant women sampled between 21 to 24 wk of gestation without gingivitis",10,10,"6 months",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,increased,increased,,decreased,increased,Complete,Fatima
"Experiment 1","Study 456",China,"Homo sapiens",Feces,UBERON:0001988,"type II diabetes mellitus",MONDO:0005148,"Healthy controls","Individuals diagnosed with Type 2 Diabetes Mellitus","Patients with Type 2 Diabetes who were admitted to the First Affiliated Hospital of Zhengzhou University from October 2018 to October 2019;  The diagnostic criteria of diabetes mellitus were as follows: (1) twice fasting plasma glucose ðFPGÞ ≥ 7:0 mmol/L, (2) twice oral glucose tolerance test (OGTT ≥ 11:1 mmol/L), and (3) diabetic symptoms (polyuria, thirst, drinking more water, and unexplained weight loss) accompanied with twice random blood glucose ≥ 11:1 mmol/L.",179,137,"long-term antibiotic application",16S,"3,4",Illumina,"LEfSe,Mann-Whitney (Wilcoxon)",0.05,,2,"age,sex",,,decreased,,,,,Complete,
"Experiment 1","Study 457",China,"Homo sapiens",Saliva,UBERON:0001836,periodontitis,EFO:0000649,"Healthy controls","Individuals diagnosed with Periodontitis","Individuals with Peridontitis; Periodontal disease was assessed by determining the PD, CAL, BI, GI, and PLI, which were measured at six sites (i.e., mesiobuccal, buccal, distobuccal, distolingual, lingual, and mesiolingual) according to the Community Periodontal Index by an experienced dentist. Periodontitis patients had a PD of ≥ 5 mm and a CAL of ≥ 3 mm.",27,31,"patients treated with antibiotics within 3 months or those that received periodontal treatment within 6 months",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,increased,,increased,,,Complete,Claregrieve1
"Experiment 1","Study 458",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"Non-intubated patients with non-incubation viral pneumonia or non-incubation non-infectious diseases","COVID-19 patients","Intubated patients with critically severe COVID-19 infection",54,50,,WMS,,"BGISEQ-500 Sequencing",PERMANOVA,0.05,false,,,,,decreased,,,,,Complete,Fatima
"Experiment 1","Study 459","United States of America","Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative controls","COVID-19 positive patients","Patients who are COVID-19 positive by RT-PCR",10,9,,16S,4,Illumina,DESeq2,0.05,false,,,,unchanged,unchanged,,unchanged,,unchanged,Complete,Chloe
"Experiment 1","Study 460",Israel,"Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative patients","COVID-19 positive patients","SARS-CoV-2 presence by RT-PCR",29,26,,16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,unchanged,unchanged,,,,,Complete,
"Experiment 1","Study 462",Poland,"Homo sapiens",Feces,UBERON:0001988,"type I diabetes mellitus",MONDO:0005147,"Healthy controls","Individuals diagnosed with Type 1 Diabetes Mellitus","Individuals diagnosed with Type 1 Diabetes Mellitus in 2012–2015 at the Department of Metabolic Diseases, University Hospital, Krakow, Poland",26,24,"30 days",16S,,Illumina,ANOVA,0.05,true,,,,,unchanged,unchanged,,,,Complete,
"Experiment 1","Study 463",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 patients","Patients 6 months post-COVID-19 infection",30,30,"Any antibiotic or prebiotic use in previous months",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,"age,body mass index,sex",,,,decreased,,,,Complete,
"Experiment 1","Study 464",China,"Homo sapiens",Tongue,UBERON:0001723,COVID-19,MONDO:0100096,"Healthy controls","Confirmed COVID-19 patients","Suspected COVID-19 cases with one of the following etiological or serological evidence:
(1) Fluorescence RT-PCR detects the positive of the COVID-19 virus nucleic acid.
(2) Viral gene sequencing finds highly homologous to COVID-19 virus",100,48,"Receipt of antibiotics and/or probiotics within 8 weeks prior to enrollment",16S,"3,4,5",Illumina,LEfSe,0.05,false,2,,,,decreased,,decreased,,,Complete,Fatima
"Experiment 1","Study 465",China,"Homo sapiens",Feces,UBERON:0001988,"diabetic neuropathy",EFO:1000783,"Healthy controls","Individuals diagnosed with peripheral neuropathy associated with type 2 diabetes","Individuals diagnosed with peripheral neuropathy associated with type 2 diabetes; The criteria for DPN were as follows: spontaneous limb pain, symmetrical or unilateral limb numbness, sensation of dullness and body tension, muscle weakness, weakened or absent tendon reflexes, and significant decreases in sensory and motor nerve conduction velocities as revealed via electromyography indicating the positive involvement of two or more nerves and normal arterial pulses in the foot and back.",14,45,"3 months",16S,"3,4",,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,unchanged,unchanged,,,Complete,Claregrieve1
"Experiment 1","Study 467","United States of America","Homo sapiens","Digestive system,Digestive tract,Lower digestive tract","UBERON:0001007,UBERON:0001555,UBERON:0004907","HER2 Positive Breast Carcinoma",EFO:1000294,"Her2 negative tumor","Her2 positive tumor","Breast cancer patients with Her2 positive tumors (human epidermal growth factor receptive 2 positive)",25,12,"Antibiotic use one week or more during the month prior to fecal sample collection.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.001,false,,,age,,unchanged,unchanged,,,,Complete,
"Experiment 1","Study 468",Turkey,"Homo sapiens",Vagina,UBERON:0000996,endometriosis,EFO:0001065,"Healthy controls","Stage 3/4 endometriosis patients","All women in the endometriosis group had moderate to severe (stage 3–4) endometriosis according to American Fertility Society Revised Classification. 

Diagnosis of endometriosis was verified through histology.",14,14,"Participants were excluded if they had taken antibiotics within the past 8 weeks",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,,unchanged,Complete,
"Experiment 1","Study 469",China,"Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"Non-COVID-19 controls","COVID-19 patients","Positive for infection with SARS-CoV-2 by nucleic acid testing",3,6,,WMS,,Illumina,LEfSe,0.05,false,3,"age,sex",,,unchanged,,,,,Complete,Fatima
